code,name,changepercent,trade,open,high,low,settlement,volume,turnoverratio,amount,per,pb,mktcap,nmc,date
600748,上实发展,-1.4889999999999999,4.63,4.71,4.76,4.63,4.7,5561991,0.30153,25993070,11.024,0.792,854032.618996,854032.618996,2021-03-10
600746,江苏索普,-0.185,10.81,11.0,11.27,10.6,10.83,12788302,4.19754,139324601,-587.5,4.096,1133264.5123,329339.571193,2021-03-10
600745,闻泰科技,-1.951,100.0,104.45,104.66,99.73,101.99,10345695,1.19703,1051426179,56.818,4.335,12450790.62,8642822.81,2021-03-10
600744,华银电力,9.89,4.0,3.52,4.0,3.41,3.64,109662911,13.25016,419355769,400.0,2.322,712449.7096,331053.7608,2021-03-10
600743,华远地产,-1.896,2.07,2.12,2.12,2.06,2.11,9846487,0.4197,20508501,6.409,0.583,485642.880918,485642.880918,2021-03-10
600742,一汽富维,-1.371,9.35,9.52,9.55,9.35,9.48,4217074,0.63024,39755157,8.858,1.025,625628.10508,625628.10508,2021-03-10
600741,华域汽车,1.264,24.03,24.2,24.25,23.8,23.73,13493526,0.428,324261673,11.722,1.5110000000000001,7575995.733552,7575995.733552,2021-03-10
600740,山西焦化,8.511,7.14,6.58,7.16,6.45,6.58,170457907,17.70208,1169536519,22.724,1.271,1407195.772164,687529.043334,2021-03-10
600739,辽宁成大,-1.488,21.18,21.49,21.66,21.08,21.5,7430400,0.48574000000000006,158350346,26.957,1.362,3239925.390288,3239925.390288,2021-03-10
600738,丽尚国潮,3.453,7.19,6.93,7.23,6.88,6.95,22210629,2.99954,157674393,22.539,3.313,556120.958244,532396.256887,2021-03-10
600737,中粮糖业,0.962,9.45,9.44,9.61,9.17,9.36,52690254,2.49587,495351798,34.514,2.335,2021211.57546,1994988.3282,2021-03-10
600736,苏州高新,-1.802,4.36,4.42,4.46,4.36,4.44,4074332,0.35389000000000004,17907893,25.647,0.731,501963.707452,501963.707452,2021-03-10
600735,新华锦,-2.301,4.67,4.79,4.82,4.65,4.78,2261512,0.60148,10655844,22.387,1.849,175588.402232,175588.402232,2021-03-10
600734,*ST实达,-4.9719999999999995,1.72,1.73,1.88,1.72,1.81,20225659,3.7808900000000003,35308116,-0.35100000000000003,-1.338,107048.038352,92010.335492,2021-03-10
600733,北汽蓝谷,-1.202,8.22,8.49,8.51,8.1,8.32,23560137,1.29121,195223685,311.364,1.978,2871787.975014,1499864.535018,2021-03-10
600732,爱旭股份,0.977,11.37,11.5,11.7,11.3,11.26,8675661,1.32894,99270329,30.73,4.715,2315306.285619,742260.930069,2021-03-10
600731,湖南海利,-0.39,10.21,10.24,10.38,10.12,10.25,7625900,2.15033,78078973,35.875,2.634,362682.374658,362085.677754,2021-03-10
600730,中国高科,-1.415,4.18,4.28,4.28,4.15,4.24,2347000,0.40006,9843440,-31.667,1.291,245222.208836,245222.208836,2021-03-10
600729,重庆百货,-1.889,28.56,29.02,29.28,28.4,29.11,2214768,0.5449400000000001,63666299,11.802,1.67,1161045.29604,1160753.98404,2021-03-10
600728,佳都科技,-2.911,6.67,7.03,7.03,6.66,6.87,14129935,0.8168900000000001,95505815,15.877,2.167,1170820.248899,1153731.775599,2021-03-10
600727,鲁北化工,-2.374,6.99,7.2,7.23,6.92,7.16,6765700,1.92795,47594710,14.872,1.425,369479.611365,245297.698293,2021-03-10
600726,华电能源,0.483,2.08,2.05,2.19,1.98,2.07,35404227,2.30695,74285591,52.0,3.9619999999999997,409068.431824,319212.431408,2021-03-10
600725,ST云维,-1.099,1.8,1.83,1.84,1.79,1.82,2995000,0.24301000000000003,5412033,176.471,7.087,221844.6,221844.6,2021-03-10
600724,宁波富达,-2.071,3.31,3.39,3.39,3.3,3.38,2111260,0.14611000000000002,7042892,9.819,1.7149999999999999,478374.794501,478276.021784,2021-03-10
600723,首商股份,-1.889,7.79,7.96,8.02,7.74,7.94,5552838,0.8438100000000001,43675455,12.897,1.26,512899.484566,512636.182566,2021-03-10
600722,金牛化工,10.0,7.7,6.59,7.7,6.35,7.0,150856814,22.1744,1068826258,167.756,5.16,523846.15052,523846.15052,2021-03-10
600721,ST百花,-3.571,2.97,3.02,3.05,2.96,3.08,1594500,0.44192000000000004,4787304,34.535,1.241,111414.903435,107161.624944,2021-03-10
600720,祁连山,-1.222,13.74,14.04,14.09,13.68,13.91,15385644,1.9822700000000002,212525021,8.643,1.3639999999999999,1066622.847468,1066447.531938,2021-03-10
600719,大连热电,-1.231,3.21,3.25,3.29,3.19,3.25,2296900,0.5677,7421735,114.643,1.8479999999999999,129876.4716,129876.4716,2021-03-10
600718,东软集团,-1.99,9.36,9.6,9.68,9.36,9.55,5234058,0.4213,49498521,312.0,1.3860000000000001,1162858.59612,1162858.59612,2021-03-10
600717,天津港,-1.2610000000000001,4.7,4.76,4.83,4.69,4.76,13893577,0.5761000000000001,66101380,14.242,0.676,1133483.74004,1133483.74004,2021-03-10
600716,凤凰股份,-0.505,3.94,3.99,3.99,3.92,3.96,1245300,0.13304000000000002,4916137,43.44,0.617,368807.87246,368807.87246,2021-03-10
600715,文投控股,-1.802,2.18,2.26,2.26,2.17,2.22,5936400,0.32005,13019958,311.429,0.72,404358.063,404358.063,2021-03-10
600714,金瑞矿业,1.069,6.62,6.51,6.72,6.31,6.55,17809294,6.18,116080946,-220.667,3.095,190772.692726,190772.692726,2021-03-10
600713,南京医药,-0.711,4.19,4.23,4.25,4.18,4.22,2730721,0.26216,11472904,12.583,1.037,436435.111236,436435.111236,2021-03-10
600712,南宁百货,-2.2,4.0,4.11,4.15,3.99,4.09,4811342,0.89368,19435371,459.77,2.24,217862.144,215348.7564,2021-03-10
600711,盛屯矿业,-0.41600000000000004,7.18,7.3,7.37,7.13,7.21,68000343,2.81182,492666573,49.517,1.808,1895155.131068,1736393.887584,2021-03-10
600710,苏美达,-1.287,5.37,5.36,5.61,5.26,5.44,58368316,4.46668,315300971,15.794,1.345,701724.446058,701724.446058,2021-03-10
600708,光明地产,-2.049,2.39,2.45,2.47,2.38,2.44,6608173,0.29696,16018982,12.263,0.486,532644.181577,531841.387269,2021-03-10
600707,彩虹股份,1.348,9.02,8.85,9.29,8.38,8.9,131466528,5.31197,1173173866,501.111,1.721,3236727.538264,2232368.900278,2021-03-10
600706,曲江文旅,-2.92,6.65,6.82,6.86,6.6,6.85,2855960,1.33775,19116672,31.667,1.407,143248.72065,141971.12265,2021-03-10
600705,中航资本,-0.973,4.07,4.1,4.12,4.06,4.11,28545150,0.32120000000000004,116660180,11.629,1.11,3630429.673189,3617026.562864,2021-03-10
600704,物产中大,-2.748,4.6,4.74,4.8,4.59,4.73,45659044,0.9019600000000001,213892547,8.519,0.9520000000000001,2328603.7384,2328603.7384,2021-03-10
600703,三安光电,0.037,26.93,27.48,27.54,26.5,26.92,43911702,1.07668,1185969600,84.156,4.127,12062866.142444,10983198.331104,2021-03-10
600702,ST舍得,4.995,60.33,58.68,60.33,58.3,57.46,9295985,2.8040700000000003,557414860,39.644,6.14,2028168.5103,2000042.24199,2021-03-10
600701,*ST工新,0.0,1.17,0.0,0.0,0.0,1.17,0,0.0,0,-0.598,-0.203,121064.020506,97401.679947,2021-03-10
600699,均胜电子,-2.786,19.54,20.4,20.57,19.51,20.1,19933601,1.6111,397274280,25.377,2.034,2673237.355296,2417612.02901,2021-03-10
600698,ST天雁,0.431,2.33,2.33,2.35,2.32,2.32,2940480,0.39867,6860780,194.167,3.211,248007.537456,171855.028357,2021-03-10
600697,欧亚集团,-1.729,13.07,13.37,13.37,13.04,13.3,1358000,0.8752500000000001,17884889,8.713,0.763,207928.114025,202788.911605,2021-03-10
600696,ST岩石,1.654,17.21,17.27,17.77,17.09,16.93,6126716,1.8317700000000001,107259936,430.25,21.91,575621.890751,575621.890751,2021-03-10
600695,绿庭投资,-5.47,4.32,4.53,4.62,4.29,4.57,20690489,5.64593,91443856,80.0,4.046,307209.0672,158313.809664,2021-03-10
600694,大商股份,-1.4060000000000001,18.93,19.3,19.35,18.91,19.2,1236694,0.42105000000000004,23629283,6.227,0.604,556009.410129,556009.410129,2021-03-10
600693,东百集团,0.0,4.19,4.2,4.2,4.15,4.19,2263333,0.25225000000000003,9433683,11.194,1.417,376358.013012,375946.741886,2021-03-10
600692,亚通股份,-1.6179999999999999,6.69,6.88,6.93,6.67,6.8,2911411,1.14168,19688401,68.898,2.894,235330.158816,170602.035873,2021-03-10
600691,阳煤化工,-1.4929999999999999,2.64,2.72,2.72,2.63,2.68,23454191,1.33536,62687377,-11.967,1.337,627259.235328,463687.199184,2021-03-10
600690,海尔智家,2.95,28.97,28.63,29.25,28.48,28.14,36181174,0.5735300000000001,1046099014,22.527,3.8120000000000003,26898341.011996,18275877.038638,2021-03-10
600689,上海三毛,-1.896,6.21,6.4,6.43,6.21,6.33,860959,0.56566,5422618,155.25,2.7560000000000002,124815.624003,94518.772803,2021-03-10
600688,上海石化,-1.9769999999999999,3.47,3.55,3.55,3.46,3.54,40849614,0.5573800000000001,143313471,16.927,1.343,3755863.2845,2543098.2845,2021-03-10
600686,金龙汽车,-1.679,6.44,6.63,6.68,6.42,6.55,8059908,1.19481,52591300,26.833,1.159,461778.536548,434426.764324,2021-03-10
600685,中船防务,0.8190000000000001,23.39,23.36,23.6,23.1,23.2,7702702,0.93771,179928735,60.299,2.398,3306191.418142,1921336.888359,2021-03-10
600684,珠江实业,-1.779,2.76,2.8,2.83,2.75,2.81,3273308,0.38353000000000004,9076586,10.615,0.903,235555.159548,235555.159548,2021-03-10
600683,京投发展,-2.733,4.27,4.4,4.43,4.21,4.39,8200873,1.10706,35181774,42.7,1.017,316312.033919,316312.033919,2021-03-10
600682,南京新百,-2.036,9.14,9.48,9.51,9.1,9.33,5199444,0.44629,48202994,7.141,0.762,1230364.849994,1064837.67135,2021-03-10
600681,百川能源,-2.742,5.32,5.45,5.49,5.32,5.47,5111574,0.3548,27596854,14.778,1.811,767537.84492,766447.626896,2021-03-10
600679,上海凤凰,-3.443,12.06,12.3,12.56,12.05,12.49,1753300,0.7603200000000001,21291647,180.0,3.439,561682.734264,278102.330082,2021-03-10
600678,四川金顶,-1.252,5.52,5.58,5.67,5.49,5.59,3721820,1.0664500000000001,20623664,49.023,12.272,192642.48,192642.48,2021-03-10
600677,*ST航通,0.0,3.01,0.0,0.0,0.0,3.01,0,0.0,0,-1.879,-7.359,157059.3017,136601.225369,2021-03-10
600676,交运股份,-3.404,4.54,4.69,4.72,4.53,4.7,5142619,0.50002,23678035,37.833,0.8290000000000001,466935.796576,466935.796576,2021-03-10
600675,中华企业,-1.786,3.3,3.37,3.38,3.29,3.36,7378990,0.32935000000000003,24514341,8.684,1.343,2011724.63316,739355.52174,2021-03-10
600674,川投能源,3.909,11.43,11.05,11.47,10.95,11.0,16393732,0.3724,184868198,17.072,1.818,5031653.743251,5031653.743251,2021-03-10
600673,东阳光,-0.789,5.03,5.1,5.12,5.03,5.07,11219026,0.45626000000000005,56729264,13.237,2.248,1515990.321277,1236839.907271,2021-03-10
600671,*ST目药,-1.923,8.67,8.88,8.88,8.62,8.84,117400,0.09645000000000001,1026683,21.822,10.304,105582.293295,105531.702111,2021-03-10
600668,尖峰集团,-1.787,13.19,13.51,13.55,13.17,13.43,2931198,0.8518800000000001,39017008,6.263,1.063,453846.569132,453846.569132,2021-03-10
600667,太极实业,-2.8,8.68,9.02,9.06,8.58,8.93,22794676,1.08227,200171923,28.933,2.606,1828173.074504,1828173.074504,2021-03-10
600666,ST瑞德,-2.479,1.18,1.19,1.21,1.16,1.21,7450463,0.9270700000000001,8793166,23.6,2.511,144824.49632,94831.352776,2021-03-10
600665,天地源,-2.564,3.04,3.14,3.14,3.02,3.12,2202800,0.25492000000000004,6745035,6.195,0.707,262693.246384,262693.246384,2021-03-10
600664,哈药股份,-1.476,2.67,2.71,2.72,2.67,2.71,6853854,0.27339,18440526,133.5,1.599,669357.005292,669357.005292,2021-03-10
600663,陆家嘴,0.0,10.45,10.49,10.58,10.43,10.45,2144525,0.07311000000000001,22492719,11.465,2.273,4215736.3248,3065467.2048,2021-03-10
600662,强生控股,-0.123,8.14,8.16,8.25,8.1,8.15,3640140,0.34557000000000004,29745468,91.977,2.661,857436.823474,857436.823474,2021-03-10
600661,昂立教育,-1.1,14.39,14.74,14.74,14.36,14.55,307800,0.10742000000000002,4455363,74.023,5.222,412343.76637,412343.76637,2021-03-10
600660,福耀玻璃,5.372,47.08,46.2,47.58,45.8,44.68,32429506,1.6190600000000002,1513781155,40.586,5.625,11810571.340656,9430059.651056,2021-03-10
600658,电子城,-1.566,5.03,5.08,5.11,5.0,5.11,3796635,0.33941000000000004,19199142,16.226,0.8180000000000001,562648.277635,562648.277635,2021-03-10
600657,信达地产,-2.5060000000000002,3.89,3.98,3.99,3.88,3.99,9973300,0.6543,39161666,4.802,0.489,1109380.773455,592937.311938,2021-03-10
600655,豫园股份,-1.972,10.44,10.73,11.04,10.39,10.65,45556455,2.83788,487537400,12.624,1.303,4054372.396416,1675931.022216,2021-03-10
600654,ST中安,-0.654,1.52,1.53,1.54,1.5,1.53,2317949,0.307,3525794,30.4,48.254,195019.190784,114766.559408,2021-03-10
600653,申华控股,-1.786,1.65,1.68,1.69,1.65,1.68,6415440,0.32961,10676872,-12.712,1.741,321152.752305,321152.752305,2021-03-10
600652,ST游久,-3.7039999999999997,1.56,1.58,1.6,1.54,1.62,10002337,1.20119,15675336,78.0,0.765,129901.745688,129901.745688,2021-03-10
600651,*ST飞乐,0.592,3.4,3.43,3.43,3.38,3.38,2640713,0.26803000000000005,8973045,-2.029,2.931,852389.5251,334974.80068,2021-03-10
600650,锦江投资,-0.892,10.0,10.08,10.2,9.98,10.09,1599446,0.40953000000000006,16109809,20.619,1.6139999999999999,551610.107,390560.075,2021-03-10
600649,城投控股,-0.41500000000000004,4.8,4.83,4.85,4.77,4.82,6731842,0.26613000000000003,32326227,20.0,0.627,1214196.30432,1214196.30432,2021-03-10
600648,外高桥,-1.876,13.6,13.87,13.93,13.6,13.86,1486921,0.15906,20422917,17.662,1.44,1544074.80864,1271316.60864,2021-03-10
600647,同达创业,1.103,10.08,9.99,10.2,9.94,9.97,628000,0.45133000000000006,6298358,74.667,4.815,140256.6984,140256.6984,2021-03-10
600645,中源协和,-0.354,16.91,17.11,17.31,16.82,16.97,4505470,1.09631,76878893,153.727,2.189,791301.57299,694947.079083,2021-03-10
600644,乐山电力,0.196,5.12,5.12,5.26,5.08,5.11,4744227,0.8811700000000001,24512663,30.899,1.659,275661.137408,275661.137408,2021-03-10
600643,爱建集团,-1.9889999999999999,6.9,7.03,7.08,6.9,7.04,7440788,0.45959000000000005,51963678,8.487,0.982,1119126.49188,1117114.77756,2021-03-10
600642,申能股份,1.859,5.48,5.38,5.52,5.34,5.38,21898437,0.48107000000000005,119616198,11.346,0.883,2691796.997168,2494516.997168,2021-03-10
600641,万业企业,-3.042,12.43,13.03,13.09,12.32,12.82,8706112,0.90885,109203338,16.629,1.833,1190707.492172,1190707.492172,2021-03-10
600640,号百控股,10.019,11.86,11.86,11.86,11.86,10.78,4733784,0.59492,56142678,66.405,2.173,943695.38484,943695.38484,2021-03-10
600639,浦东金桥,-2.399,11.8,12.16,12.19,11.75,12.09,2108384,0.24798000000000003,25147890,12.208,1.288,1324447.21374,1003279.30954,2021-03-10
600638,新黄浦,-0.522,5.72,5.79,5.79,5.64,5.75,1644241,0.24417000000000003,9401095,-6.962,0.931,385182.961592,385182.961592,2021-03-10
600637,东方明珠,-1.093,9.05,9.15,9.25,9.04,9.15,10666560,0.31239,97317521,15.126,1.056,3090122.681905,3090122.681905,2021-03-10
600636,国新文化,-0.976,11.16,11.35,11.35,11.12,11.27,1041600,0.23305,11646076,41.766,1.677,498781.56366,498781.56366,2021-03-10
600635,大众公用,-1.377,3.58,3.62,3.66,3.57,3.63,8688150,0.35919,31341355,20.079,1.2770000000000001,1056971.61365,865927.41965,2021-03-10
600634,*ST富控,0.0,0.82,0.0,0.0,0.0,0.82,0,0.0,0,-3.2800000000000002,5.416,47210.030642,47210.030642,2021-03-10
600633,浙数文化,-2.4,7.32,7.52,7.55,7.32,7.5,4482700,0.34431,33253283,18.3,1.139,953008.333596,953008.333596,2021-03-10
600630,龙头股份,-1.9649999999999999,4.99,5.08,5.15,4.98,5.09,1777301,0.41832,8950107,99.8,1.246,212005.936903,212005.936903,2021-03-10
600629,华建集团,-1.2610000000000001,7.05,7.2,7.21,7.01,7.14,1125958,0.21709,7948586,13.534,1.224,376400.73939,365648.07939,2021-03-10
600628,新世界,-0.984,8.05,8.14,8.21,8.02,8.13,850800,0.13152,6886720,134.167,1.206,520734.68412,520734.68412,2021-03-10
600626,申达股份,-2.1,3.73,3.82,3.86,3.72,3.81,4074258,0.50414,15381421,48.442,1.012,317904.660868,301442.503931,2021-03-10
600624,复旦复华,-0.725,6.85,6.91,6.97,6.84,6.9,1830400,0.26732,12601569,84.568,3.942,469027.72685,469027.72685,2021-03-10
600623,华谊集团,-1.055,7.5,7.65,7.66,7.43,7.58,11309686,0.60733,85181215,25.0,0.869,1597786.02225,1396647.57225,2021-03-10
600622,光大嘉宝,-2.201,3.11,3.2,3.2,3.1,3.18,12625087,0.8418500000000001,39653404,10.367,0.709,466402.160022,466402.160022,2021-03-10
600621,华鑫股份,0.363,16.61,16.69,16.92,16.44,16.55,9037519,0.85187,150442462,276.833,2.557,1762153.724012,1762153.724012,2021-03-10
600620,天宸股份,0.493,6.11,6.14,6.14,5.95,6.08,1738228,0.25314000000000003,10480201,61.1,1.685,419559.716043,419559.716043,2021-03-10
600619,海立股份,-0.429,6.96,7.01,7.08,6.91,6.99,1844208,0.3168,12860153,21.091,1.397,614776.97748,405170.168712,2021-03-10
600618,氯碱化工,-3.5,7.72,8.04,8.06,7.71,8.0,6871818,0.91644,53848517,11.008,1.83,892740.781472,578876.461472,2021-03-10
600617,国新能源,-1.995,3.93,4.01,4.02,3.85,4.01,4679898,0.48003,18423720,131.0,1.331,541551.691518,383141.337192,2021-03-10
600616,金枫酒业,9.958,7.84,7.18,7.84,6.85,7.13,119694304,17.89139,889705166,130.667,2.698,524499.8808,524499.8808,2021-03-10
600615,丰华股份,-0.302,6.61,6.68,6.78,6.56,6.63,1846200,0.98399,12257539,40.305,1.98,124281.555788,124019.799788,2021-03-10
600614,*ST鹏起,0.0,0.74,0.0,0.0,0.0,0.74,0,0.0,0,-1.48,10.095,129705.258092,111850.086692,2021-03-10
600613,神奇制药,-4.802,4.56,4.75,4.78,4.5,4.79,6162852,1.28575,28609203,28.5,0.985,243536.662368,218569.909968,2021-03-10
600612,老凤祥,2.268,52.76,51.64,53.72,51.64,51.59,2601987,0.8205300000000001,137528636,19.602,3.605,2759969.322864,1673070.40788,2021-03-10
600611,大众交通,-1.913,3.59,3.64,3.66,3.59,3.66,4320300,0.27635000000000004,15646855,8.651,0.932,848720.108176,561230.574676,2021-03-10
600610,ST毅达,0.20700000000000002,4.84,4.85,4.85,4.81,4.83,1858520,0.41422000000000003,8981307,199.177,98.174,518496.90882,217158.8089,2021-03-10
600609,金杯汽车,-2.947,4.61,4.76,4.81,4.6,4.75,10964270,1.00344,51204521,82.321,5.367,604463.457238,503719.547852,2021-03-10
600608,ST沪科,-1.837,3.74,3.84,3.86,3.7,3.81,890101,0.27958,3335509,374.0,19.715,122994.178934,119070.918934,2021-03-10
600606,绿地控股,-1.6360000000000001,5.41,5.53,5.56,5.37,5.5,30443145,0.25019,165917188,4.471,0.8150000000000001,6582971.522285,6582971.522285,2021-03-10
600605,汇通能源,-2.498,12.49,12.89,12.91,12.45,12.81,823600,0.55896,10441660,37.062,2.376,184033.395408,184033.395408,2021-03-10
600604,市北高新,-2.055,5.72,5.86,5.9,5.72,5.84,5663671,0.40241000000000005,32709771,52.0,1.698,1071530.347888,805064.147888,2021-03-10
600603,广汇物流,-0.664,4.49,4.53,4.57,4.47,4.52,3064075,0.24528000000000003,13834343,6.803,0.902,564405.054303,560890.282303,2021-03-10
600602,云赛智联,-0.9430000000000001,5.25,5.35,5.35,5.22,5.3,2421276,0.22538000000000002,12741103,29.661,1.709,718028.563875,564009.06975,2021-03-10
600601,方正科技,-0.583,3.41,3.46,3.47,3.4,3.43,5804139,0.26444,19879473,-5.641,4.355,748457.900564,748457.900564,2021-03-10
600600,青岛啤酒,-0.36,74.75,77.51,77.6,74.04,75.02,7892723,1.13415,594819662,54.522,4.787,10197266.392625,5201954.287075,2021-03-10
600599,*ST熊猫,-0.605,4.93,4.95,5.06,4.93,4.96,2246903,1.35356,11199658,-8.804,1.351,81838.0,81838.0,2021-03-10
600598,北大荒,-2.9619999999999997,15.4,16.03,16.06,15.33,15.87,13020430,0.7324400000000001,203050235,32.285,3.9050000000000002,2737627.05986,2737627.05986,2021-03-10
600597,光明乳业,0.244,16.41,16.55,16.8,16.32,16.37,8675080,0.70857,143349287,40.024,3.365,2009384.002269,2009079.596769,2021-03-10
600596,新安股份,-1.204,12.31,12.61,12.79,12.18,12.46,30361974,4.33826,379107938,22.822,1.512,1007490.267166,861534.594223,2021-03-10
600595,*ST中孚,-0.356,2.8,2.81,2.83,2.78,2.81,3754370,0.19143000000000002,10507847,56.0,1.732,549142.73596,549142.73596,2021-03-10
600594,益佰制药,-0.986,5.02,5.05,5.11,5.02,5.07,4252934,0.5370400000000001,21463064,28.045,1.199,397547.5548,397547.5548,2021-03-10
600593,大连圣亚,4.248,26.26,24.98,27.18,24.4,25.19,13624020,10.57766,357317975,80.999,6.942,338228.8,338228.8,2021-03-10
600592,龙溪股份,-1.542,9.58,9.74,9.87,9.57,9.73,1263100,0.31613,12174482,26.153,1.905,382772.321018,382772.321018,2021-03-10
600590,泰豪科技,-2.037,4.81,4.88,4.97,4.8,4.91,5262260,0.6228100000000001,25622962,28.294,1.054,413074.290148,406409.33866,2021-03-10
600589,广东榕泰,-4.194,2.97,3.1,3.12,2.95,3.1,12836999,1.82335,38572085,-3.908,0.79,209097.884457,209097.884457,2021-03-10
600588,用友网络,-1.451,33.97,34.8,35.35,33.85,34.47,29350394,0.9027900000000001,1014429158,70.771,17.341,11111008.735484,11043925.608352,2021-03-10
600587,新华医疗,-2.32,12.63,12.91,13.06,12.63,12.93,2411165,0.5976100000000001,30892410,5.958,1.177,513318.678933,509578.401684,2021-03-10
600586,金晶科技,-1.21,6.53,6.75,6.77,6.46,6.61,34788045,2.43482,227853625,91.713,2.204,932986.81,932986.81,2021-03-10
600585,海螺水泥,0.97,51.01,50.9,51.25,50.35,50.52,20524243,0.51314,1044527793,8.046,1.784,27031742.455479,20402482.855479,2021-03-10
600584,长电科技,-1.479,35.31,36.36,36.52,35.27,35.84,29764179,2.18879,1067392562,588.5,4.29,5659750.053705,4801609.174593,2021-03-10
600583,海油工程,-3.32,4.66,4.77,4.79,4.62,4.82,33620360,0.76041,157875754,466.0,0.914,2060351.3368,2060351.3368,2021-03-10
600582,天地科技,-4.323,3.32,3.46,3.47,3.29,3.47,49699864,1.20089,167214739,12.388,0.781,1374011.512144,1374011.512144,2021-03-10
600581,八一钢铁,-1.8130000000000002,3.79,3.79,3.93,3.73,3.86,53142965,3.46683,202142524,51.918,1.305,580968.29273,580968.29273,2021-03-10
600580,卧龙电驱,-2.159,11.33,11.66,11.84,11.29,11.58,15530614,1.18772,178304904,15.186,1.999,1483004.757938,1481505.798938,2021-03-10
600579,克劳斯,-3.185,4.56,4.7,4.74,4.5,4.71,2745900,0.67051,12610460,-25.333,0.627,334812.524808,186741.860544,2021-03-10
600578,京能电力,-0.342,2.91,2.93,2.97,2.9,2.92,9091400,0.13475,26693819,14.55,0.8180000000000001,1963299.726987,1963299.726987,2021-03-10
600577,精达股份,0.554,3.63,3.61,3.68,3.52,3.61,42019891,2.18694,150981141,15.783,1.974,697470.084333,697470.084333,2021-03-10
600576,祥源文化,-5.0,3.99,4.05,4.15,3.93,4.2,32394159,5.22991,130611256,-2.912,2.46,247141.561191,247141.561191,2021-03-10
600575,淮河能源,-2.817,2.07,2.13,2.13,2.06,2.13,20752800,0.534,43462739,9.0,0.8290000000000001,804456.040455,804456.040455,2021-03-10
600573,惠泉啤酒,7.6,8.92,8.29,9.12,8.15,8.29,23924468,9.56979,207891166,112.911,1.909,223000.0,223000.0,2021-03-10
600572,康恩贝,-1.667,4.13,4.23,4.24,4.13,4.2,16377494,0.61556,68290403,-31.769,2.156,1101603.2426,1098818.857311,2021-03-10
600571,信雅达,-1.944,7.06,7.25,7.29,7.03,7.2,3930143,0.9124800000000001,27936121,50.429,3.2800000000000002,310129.864874,304081.841038,2021-03-10
600570,恒生电子,-0.621,84.77,86.3,87.88,84.0,85.3,9463611,0.9064000000000001,811565684,48.165,23.11,8850757.321658,8850757.321658,2021-03-10
600569,安阳钢铁,-3.03,2.56,2.75,2.76,2.5,2.64,130948074,5.47057,343037869,26.667,0.752,735339.874816,612783.229184,2021-03-10
600568,*ST中珠,0.0,1.55,1.55,1.57,1.54,1.55,5512340,0.33026000000000005,8583570,-8.392,0.848,308894.800555,258705.428245,2021-03-10
600567,山鹰国际,-0.291,3.43,3.47,3.49,3.4,3.44,84464818,1.8379500000000002,290486328,11.433,1.072,1576291.625944,1576291.625944,2021-03-10
600566,济川药业,-2.147,20.05,20.45,20.64,20.03,20.49,2671301,0.32780000000000004,54022844,10.075,2.425,1780955.804295,1633929.44903,2021-03-10
600565,迪马股份,-1.9460000000000002,2.52,2.57,2.59,2.51,2.57,8822100,0.36722000000000005,22478658,4.2,0.6880000000000001,645381.143568,605398.823568,2021-03-10
600563,法拉电子,-0.289,93.05,95.0,95.8,92.12,93.32,1950291,0.8668,183271648,45.837,7.735,2093625.0,2093625.0,2021-03-10
600562,国睿科技,-1.092,13.59,13.86,13.93,13.57,13.74,4521670,0.6843400000000001,61915009,194.143,4.108,1687684.80456,897943.531806,2021-03-10
600561,江西长运,-2.217,3.97,4.05,4.15,3.93,4.06,1513059,0.6382500000000001,6029802,-3.931,0.9390000000000001,112937.2896,94114.408,2021-03-10
600560,金自天正,-1.338,8.11,8.24,8.35,8.08,8.22,1274937,0.5700700000000001,10470405,65.141,2.261,181376.5005,181376.5005,2021-03-10
600559,老白干酒,2.947,19.56,19.3,19.91,19.11,19.0,42162191,4.809060000000001,823394432,43.467,5.183,1755094.240464,1714871.09754,2021-03-10
600558,大西洋,-2.373,2.88,2.94,2.95,2.86,2.95,6245575,0.6958000000000001,18107847,31.169,1.259,258510.191328,258510.191328,2021-03-10
600557,康缘药业,-1.899,10.85,11.12,11.17,10.75,11.06,4569487,0.77073,49719278,12.616,1.5710000000000002,643275.92623,643275.92623,2021-03-10
600556,天下秀,-1.023,11.61,11.81,11.9,11.51,11.73,4672854,1.33987,54448828,61.105,6.445,2098795.012362,404902.994616,2021-03-10
600555,*ST海创,0.0,1.39,1.4,1.41,1.39,1.39,3336000,0.34268000000000004,4659850,-5.792,1.669,181186.5,135316.5,2021-03-10
600552,凯盛科技,1.083,7.47,7.44,7.52,7.21,7.39,19105812,2.50114,140738909,59.145,2.29,570621.350241,570621.350241,2021-03-10
600551,时代出版,-1.705,6.92,7.06,7.07,6.88,7.04,1638701,0.32397000000000004,11429737,14.486,0.741,350031.104832,350031.104832,2021-03-10
600550,保变电气,-1.874,4.19,4.25,4.34,4.18,4.27,5891734,0.38392000000000004,24950997,523.75,11.856,771600.43312,643000.361073,2021-03-10
600549,厦门钨业,1.967,19.18,19.03,19.69,18.68,18.81,40188659,2.85827,770770126,103.844,3.651,2720714.0716,2696796.6116,2021-03-10
600548,深高速,-0.227,8.78,8.81,8.85,8.7,8.8,2056910,0.14351,18029949,7.661,1.066,1914716.346228,1258411.346228,2021-03-10
600547,山东黄金,-1.161,21.29,21.87,21.96,21.25,21.54,20210925,0.5715,434285610,50.69,3.765,9523931.458725,7529196.845854,2021-03-10
